"team";"verdi_meanteam";"id";"web_name";"first_name";"second_name";"element_type";"now_cost";"selected_by_percent";"status";"navn";"posisjon";"team_navn";"Spiller";"Lag";"Posisjon";"Pris";"Kamper";"Mal";"Assist";"Cleen sheet";"CC_p";"M<e5>l_p";"Ass_p";"Kamp_p";"Poeng";"P / kamp";"P / mill";"mer_info";"as.factor(mer_info)";"now_cost_norm";"selected_norm";"verdi";"poeng_norm";"verdi_poengjustert";"verdi_meanteam_norm";"verdi_teamjustert";"solution"
8;0,344273102727376;179;"Konradsen";"Anders";"Konradsen";3;70;7,4;"a";"Anders Konradsen";"Midtbane";"RBK";"Anders<U+00A0>Konradsen";"Rosenborg";"m";7;26;4;2;11;10;20;6;52;88;3,4;12,6;"vg-data";"vg-data";0,352941176470588;0,159737417943107;0,256339297206848;0,5625;0,317571437765478;1;0,466303578324109;0
8;0,344273102727376;180;"Helland";"Pål";"Helland";3;110;32,7;"a";"Pål Helland";"Midtbane";"RBK";"P<e5>l<U+00A0>Andr<e9><U+00A0>Helland";"Rosenborg";"m";11;20;4;6;11;7;20;18;40;85;4,3;7,7;"vg-data";"vg-data";0,823529411764706;0,713347921225383;0,768438666495044;0,541666666666667;0,723084266529369;1;0,76939653323036;0
8;0,344273102727376;181;"Jensen";"Mike";"Jensen";3;105;24,7;"a";"Mike Jensen";"Midtbane";"RBK";"Mike<U+00A0>Jensen";"Rosenborg";"m";10,5;28;8;4;11;10;40;12;56;118;4,2;11,2;"vg-data";"vg-data";0,764705882352941;0,538293216630197;0,651499549491569;0,770833333333333;0,675366306259922;1;0,745066396361608;0
8;0,344273102727376;184;"Midtsjø";"Fredrik";"Midtsjø";3;85;29,6;"a";"Fredrik Midtsjø";"Midtbane";"RBK";"Fredrik<U+00A0>Midtsj<f8>";"Rosenborg";"m";8,5;28;4;7;11;10;20;21;56;107;3,8;12,6;"vg-data";"vg-data";0,529411764705882;0,645514223194748;0,587462993950315;0,694444444444444;0,608859284049141;1;0,691366685259078;1
8;0,344273102727376;186;"Rashani";"Elbasan";"Rashani";3;80;1;"a";"Elbasan Rashani";"Midtbane";"RBK";"Elbasan<U+00A0>Rashani";"Rosenborg";"m";8;19;3;4;11;7;15;12;38;72;3,8;9;"vg-data";"vg-data";0,470588235294118;0,0196936542669584;0,245140944780538;0,451388888888889;0,286390533602208;1;0,437362344646101;0
8;0,344273102727376;187;"Jevtovic";"Milan";"Jevtovic";3;75;4,2;"a";"Milan Jevtovic";"Midtbane";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,411764705882353;0,0897155361050328;0,250740120993693;0,513888888888889;0,303369874572732;1;0,453221850373993;0
8;0,344273102727376;189;"Sæter";"John Hou";"Sæter";3;50;0,1;"a";"John Hou Sæter";"Midtbane";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0;0,0588235294117647;0,100694444444444;0,0671977124183007;1;0,255433006535948;0
8;0,344273102727376;190;"Vilhjálmsson";"Matthías";"Vilhjálmsson";4;85;3,2;"a";"Matthías Vilhjálmsson";"Angrep";"RBK";"Matth<ed>as<U+00A0>Vilhj<e1>lmsson";"Rosenborg";"a";8,5;29;5;2;11;0;20;6;58;84;2,9;9,9;"vg-data";"vg-data";0,529411764705882;0,0678336980306346;0,298622731368258;0,534722222222222;0,345842629539051;1;0,4861180832654;0
8;0,344273102727376;191;"Bakenga";"Mushaga";"Bakenga";4;105;5,8;"a";"Mushaga Bakenga";"Angrep";"RBK";"Mushaga<U+00A0>Bakenga";"Rosenborg";"a";10,5;9;7;1;11;0;28;3;18;49;5,4;4,7;"vg-data";"vg-data";0,764705882352941;0,12472647702407;0,444716179688506;0,291666666666667;0,414106277084138;1;0,525163041146437;0
8;0,344273102727376;193;"Hedenstad";"Vegar";"Hedenstad";2;65;15,3;"a";"Vegar Hedenstad";"Forsvar";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,294117647058824;0,332603938730853;0,313360792894838;0,513888888888889;0,353466412093649;1;0,490794253514681;0
8;0,344273102727376;194;"Bendtner";"Nicklas";"Bendtner";4;125;45,8;"a";"Nicklas Bendtner";"Angrep";"RBK";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;107;NA;NA;"ikke-vg-data";"ikke-vg-data";1;1;1;0,694444444444444;0,938888888888889;1;0,938888888888889;1
9;0,115941008768534;195;"Øvretveit";"Øystein";"Øvretveit";1;40;2,4;"a";"Øystein Øvretveit";"Keeper";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,0666666666667;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,050328227571116;0,025164113785558;0,632407407407407;0,146612772509928;0,0139473767776074;0,144369425108338;0
9;0,115941008768534;196;"Jónsson";"Ingvar";"Jónsson";1;45;0,7;"a";"Ingvar Jónsson";"Keeper";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,013129102844639;0,0359763161282018;0,336805555555556;0,0961421640136726;0,0139473767776074;0,0917363761435537;0
9;0,115941008768534;197;"Gabrielsen";"Alexander";"Gabrielsen";2;45;0,8;"d";"Alexander Gabrielsen";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0153172866520788;0,0370704080319217;0,336805555555556;0,0970174375366485;0,0139473767776074;0,0923928312857857;0
9;0,115941008768534;198;"Grorud";"Lars";"Grorud";2;45;0,3;"d";"Lars Grorud";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00437636761487965;0,0315999485133222;0,336805555555556;0,0926410699217689;0,0139473767776074;0,0891105555746259;0
9;0,115941008768534;199;"Olsen Solberg";"Joachim";"Olsen Solberg";2;45;1,5;"a";"Joachim Olsen Solberg";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0306345733041576;0,0447290513579611;0,336805555555556;0,10314435219748;0,0139473767776074;0,0969880172814093;0
9;0,115941008768534;200;"Jablinski";"Kevin";"Jablinski";2;40;1,3;"a";"Kevin Jablinski";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,0262582056892779;0,013129102844639;0,336805555555556;0,0778643933868223;0,0139473767776074;0,078028048173416;0
9;0,115941008768534;201;"Hansen";"Christer";"Hansen";2;45;0,3;"a";"Christer Hansen";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00437636761487965;0,0315999485133222;0,336805555555556;0,0926410699217689;0,0139473767776074;0,0891105555746259;0
9;0,115941008768534;202;"Gana Kane";"El-Hadji";"Gana Kane";2;40;1,3;"a";"El-Hadji Gana Kane";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,0262582056892779;0,013129102844639;0,336805555555556;0,0778643933868223;0,0139473767776074;0,078028048173416;0
9;0,115941008768534;203;"Seck";"Abdoulaye";"Seck";2;40;0,8;"a";"Abdoulaye Seck";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,0153172866520788;0,00765864332603939;0,336805555555556;0,0734880257719426;0,0139473767776074;0,0747457724622562;0
9;0,115941008768534;204;"Bendiksen";"Thomas";"Bendiksen";3;55;1;"a";"Thomas Bendiksen";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,8181818181818;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0196936542669584;0,0980821212511263;0,366792929292929;0,151824282859487;0,0139473767776074;0,134997333964783;0
9;0,115941008768534;205;"Vallés";"Enric";"Vallés";3;45;0,7;"a";"Enric Vallés";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,013129102844639;0,0359763161282018;0,336805555555556;0,0961421640136726;0,0139473767776074;0,0917363761435537;0
9;0,115941008768534;206;"Storbaek";"Håvard";"Storbaek";3;55;0,7;"a";"Håvard Storbaek";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;59,8181818181818;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,013129102844639;0,0947998455399665;0,366792929292929;0,149198462290559;0,0139473767776074;0,133027968538087;0
9;0,115941008768534;207;"Mjelde";"Erik";"Mjelde";3;60;2,3;"a";"Erik Mjelde";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,0481400437636762;0,141717080705367;0,513888888888889;0,216151442342072;0,0139473767776074;0,19059750155652;0
9;0,115941008768534;208;"Morer Vicente";"Pau";"Morer Vicente";3;50;0,2;"a";"Pau Morer Vicente";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00218818380743983;0,0599176213154846;0,336805555555556;0,115295208163499;0,0139473767776074;0,106101159255923;0
9;0,115941008768534;209;"Sødlund";"Andrè";"Sødlund";3;45;1,8;"a";"Andrè Sødlund";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,037199124726477;0,0480113270691209;0,336805555555556;0,105770172766408;0,0139473767776074;0,0989573827081051;0
9;0,115941008768534;210;"Kurtovic";"William";"Kurtovic";3;50;0,7;"a";"William Kurtovic";"Midtbane";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,013129102844639;0,0653880808340842;0,336805555555556;0,119671575778378;0,0139473767776074;0,109383434967083;0
9;0,115941008768534;211;"Kovács";"Peter";"Kovács";4;55;3,9;"a";"Peter Kovács";"Angrep";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;81;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0831509846827134;0,129810786459004;0,513888888888889;0,206626406944981;0,0139473767776074;0,183453725008701;0
9;0,115941008768534;212;"Kastrati";"Flamur";"Kastrati";4;60;1,9;"a";"Flamur Kastrati";"Angrep";"SAN";"Flamur<U+00A0>Kastrati";"Sandefjord";"a";6;11;3;1;8;0;12;3;22;37;3,4;6,2;"vg-data";"vg-data";0,235294117647059;0,0393873085339169;0,137340713090488;0,208333333333333;0,151539237139057;0,0139473767776074;0,126860569876481;0
9;0,115941008768534;213;"Lorentzen";"Håkon";"Lorentzen";4;45;1,5;"a";"Håkon Lorentzen";"Angrep";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0306345733041576;0,0447290513579611;0,336805555555556;0,10314435219748;0,0139473767776074;0,0969880172814093;0
9;0,115941008768534;214;"Kebbie";"Elliott";"Kebbie";2;45;0,3;"a";"Elliott Kebbie";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00437636761487965;0,0315999485133222;0,336805555555556;0,0926410699217689;0,0139473767776074;0,0891105555746259;0
9;0,115941008768534;406;"Naglestad";"Markus";"Naglestad";4;45;0,4;"a";"Markus Naglestad";"Angrep";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00656455142231948;0,0326940404170421;0,336805555555556;0,0935163434447448;0,0139473767776074;0,0897670107168579;0
9;0,115941008768534;408;"Demba Bindia";"Victor";"Demba Bindia";2;45;0,2;"a";"Victor Demba Bindia";"Forsvar";"SAN";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00218818380743983;0,0305058566096023;0,336805555555556;0,0917657963987929;0,0139473767776074;0,088454100432394;0
10;0,167784376783669;215;"Kristiansen";"Anders";"Kristiansen Aasheim";1;50;5,4;"a";"Anders Kristiansen Aasheim";"Keeper";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,6363636363636;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,115973741794311;0,11681040030892;0,53219696969697;0,19988771418653;0,237833069505595;0,224092248025865;0
10;0,167784376783669;216;"Cupic";"Stefan";"Cupic";1;50;0,5;"a";"Stefan Cupic";"Keeper";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0087527352297593;0,0631998970266444;0,336805555555556;0,117921028732427;0,237833069505595;0,152847663228217;0
10;0,167784376783669;217;"Anders Østli";"Anders";"Østli";2;50;1,7;"a";"Anders Østli";"Forsvar";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0350109409190372;0,0763289998712833;0,336805555555556;0,128424311008138;0,237833069505595;0,160725124935;0
10;0,167784376783669;218;"Thomassen";"Joachim";"Thomassen";2;55;4,3;"a";"Joachim Thomassen";"Forsvar";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,6363636363636;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0919037199124727;0,134187154073883;0,53219696969697;0,213789117198501;0,237833069505595;0,234518300284843;0
10;0,167784376783669;219;"Sundli";"Morten";"Sundli";2;45;1,7;"a";"Morten Sundli";"Forsvar";"SO8";"Morten<U+00A0>Sundli";"Sarpsborg<U+00A0>08";"f";4,5;5;1;NA;13;9;6;0;10;25;5;5,6;"vg-data";"vg-data";0,0588235294117647;0,0350109409190372;0,046917235165401;0,125;0,0625337881323208;0,237833069505595;0,10071695500036;0
10;0,167784376783669;220;"Toivomäki";"Henri";"Toivomäki";2;45;0,7;"a";"Henri Toivomäki";"Forsvar";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,013129102844639;0,0359763161282018;0,336805555555556;0,0961421640136726;0,237833069505595;0,136513514689151;0
10;0,167784376783669;221;"Heiren Hansen";"Ole";"Heiren Hansen";2;50;0,3;"d";"Ole Heiren Hansen";"Forsvar";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00437636761487965;0,0610117132192045;0,336805555555556;0,116170481686475;0,237833069505595;0,151534752943753;0
10;0,167784376783669;222;"Groven";"Alexander";"Groven";2;50;2,5;"a";"Alexander Groven";"Forsvar";"SO8";"Alexander<U+00A0>Groven";"Sarpsborg<U+00A0>08";"f";5;22;1;1;13;38;6;3;44;91;4,1;18,2;"vg-data";"vg-data";0,117647058823529;0,0525164113785558;0,0850817351010426;0,583333333333333;0,184732054747501;0,237833069505595;0,215282321628411;0
10;0,167784376783669;223;"Rosted";"Sigurd";"Rosted";2;55;5,7;"a";"Sigurd Rosted";"Forsvar";"SO8";"Sigurd<U+00A0>Rosted";"Sarpsborg<U+00A0>08";"f";5,5;23;2;1;13;40;12;3;46;101;4,4;18,4;"vg-data";"vg-data";0,176470588235294;0,12253829321663;0,149504440725962;0,652777777777778;0,250159108136325;0,237833069505595;0,267824833892252;0
10;0,167784376783669;224;"Albech";"Andreas";"Albech";2;50;7,2;"a";"Andreas Albech";"Forsvar";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,6363636363636;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,155361050328228;0,136504054575878;0,53219696969697;0,215642637600097;0,237833069505595;0,23590844058604;0
10;0,167784376783669;225;"Lund Nielsen";"Matti";"Lund Nielsen";3;55;0,8;"a";"Matti Lund Nielsen";"Midtbane";"SO8";"Matti<U+00A0>Lund<U+00A0>Nielsen";"Sarpsborg<U+00A0>08";"m";5,5;28;2;4;13;12;10;12;56;90;3,2;16,4;"vg-data";"vg-data";0,176470588235294;0,0153172866520788;0,0958939374436864;0,576388888888889;0,191992927732727;0,237833069505595;0,220380754145109;0
10;0,167784376783669;226;"Hovda";"Tor Øyvinder";"Hovda";3;45;1;"a";"Tor Øyvinder Hovda";"Midtbane";"SO8";"Tor<U+00A0><d8>yvind<U+00A0>Hovda";"Sarpsborg<U+00A0>08";"m";4,5;17;1;3;13;7;5;9;34;55;3,2;12,2;"vg-data";"vg-data";0,0588235294117647;0,0196936542669584;0,0392585918393616;0,333333333333333;0,0980735401381559;0,237833069505595;0,137788435671403;0
10;0,167784376783669;227;"Tveita";"Jon-Helge";"Tveita";3;50;0,6;"a";"Jon-Helge Tveita";"Midtbane";"SO8";"Jon-Helge<U+00A0>Tveita";"Sarpsborg<U+00A0>08";"m";5;29;NA;2;13;13;0;6;58;77;2,7;15,4;"vg-data";"vg-data";0,117647058823529;0,0109409190371991;0,0642939889303643;0,486111111111111;0,148657413366514;0,237833069505595;0,18336522948156;0
10;0,167784376783669;228;"Trondsen";"Anders";"Trondsen";3;70;9,8;"a";"Anders Trondsen";"Midtbane";"SO8";"Anders<U+00A0>Trondsen";"Sarpsborg<U+00A0>08";"m";7;22;1;1;13;10;5;3;44;62;2,8;8,9;"vg-data";"vg-data";0,352941176470588;0,212253829321663;0,282597502896126;0,381944444444444;0,302466891205789;0,237833069505595;0,293514004527683;0
10;0,167784376783669;229;"Normann Hansen";"Kristoffer";"Normann Hansen";3;50;0,4;"a";"Kristoffer Normann Hansen";"Midtbane";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00656455142231948;0,0621058051229244;0,336805555555556;0,117045755209451;0,237833069505595;0,152191208085985;0
10;0,167784376783669;230;"Heintz";"Tobias";"Heintz";3;45;1,6;"a";"Tobias Heintz";"Midtbane";"SO8";"Tobias<U+00A0>Heintz";"Sarpsborg<U+00A0>08";"m";4,5;3;1;NA;13;1;5;0;6;12;4;2,7;"vg-data";"vg-data";0,0588235294117647;0,0328227571115974;0,045823143261681;0,0347222222222222;0,0436029590537893;0,237833069505595;0,0820049443025722;0
10;0,167784376783669;231;"Halvorsen";"Ole Jørgen";"Halvorsen";3;70;4,8;"a";"Ole Jørgen Halvorsen";"Midtbane";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,6363636363636;NA;NA;"ikke-vg-data";"ikke-vg-data";0,352941176470588;0,102844638949672;0,22789290771013;0,53219696969697;0,288753720107498;0,237833069505595;0,290741752466591;0
10;0,167784376783669;232;"Jørgensen";"Joachim";"Jørgensen";3;55;0,6;"a";"Joachim Jørgensen";"Midtbane";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;85,4545454545455;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0109409190371991;0,0937057536362466;0,544823232323232;0,183929249373644;0,237833069505595;0,212754712547514;0
10;0,167784376783669;233;"Mortensen";"Patrick";"Mortensen";4;65;3,5;"a";"Patrick Mortensen";"Angrep";"SO8";"Patrick<U+00A0>Mortensen";"Sarpsborg<U+00A0>08";"a";6,5;26;5;3;13;0;20;9;52;81;3,1;12,5;"vg-data";"vg-data";0,294117647058824;0,074398249452954;0,184257948255889;0,513888888888889;0,250184136382489;0,237833069505595;0,26089916063243;0
10;0,167784376783669;234;"Lindberg";"Jonas";"Lindberg";4;55;7,1;"a";"Jonas Lindberg";"Angrep";"SO8";"Jonas<U+00A0>Lindberg";"Sarpsborg<U+00A0>08";"a";5,5;21;3;NA;13;0;12;0;42;54;2,6;9,8;"vg-data";"vg-data";0,176470588235294;0,153172866520788;0,164821727378041;0,326388888888889;0,197135159680211;0,237833069505595;0,211737428105721;0
10;0,167784376783669;235;"Kachi";"Kachi";"";4;55;0,2;"a";"Kachi ";"Angrep";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,00218818380743983;0,089329386021367;0,336805555555556;0,138824619928205;0,237833069505595;0,16852535662505;0
10;0,167784376783669;236;"Larsen";"Jörgen Strand";"Larsen";4;45;0,6;"a";"Jörgen Strand Larsen";"Angrep";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,0109409190371991;0,0348822242244819;0,336805555555556;0,0952668904906967;0,237833069505595;0,135857059546919;0
10;0,167784376783669;237;"Dickson Mbedule";"Amani";"Dickson Mbedule";4;50;0,4;"a";"Amani Dickson Mbedule";"Angrep";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00656455142231948;0,0621058051229244;0,336805555555556;0,117045755209451;0,237833069505595;0,152191208085985;0
10;0,167784376783669;238;"Zachariassen";"Kristoffer";"Zachariassen";3;55;2,1;"a";"Kristoffer Zachariassen";"Midtbane";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,6363636363636;NA;NA;"ikke-vg-data";"ikke-vg-data";0,176470588235294;0,0437636761487965;0,110117132192045;0,53219696969697;0,19453309969303;0,237833069505595;0,22007628715574;0
10;0,167784376783669;239;"Diatta";"Krepin";"Diatta";3;60;4,8;"a";"Krepin Diatta";"Midtbane";"SO8";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;83,6363636363636;NA;NA;"ikke-vg-data";"ikke-vg-data";0,235294117647059;0,102844638949672;0,169069378298365;0,53219696969697;0,241694896578086;0,237833069505595;0,255447634819532;0
11;0,146171747957853;240;"Dyngeland";"Matias";"Dyngeland";1;45;8,8;"a";"Matias Dyngeland";"Keeper";"SOG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,0666666666667;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,190371991247265;0,124597760329515;0,632407407407407;0,226159689745093;0,144498886916839;0,230139915062558;0
11;0,146171747957853;241;"Rutlin";"Kristian";"Rutlin";1;40;0,9;"a";"Kristian Rutlin";"Keeper";"SOG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,0175054704595186;0,0087527352297593;0,336805555555556;0,0743632992949186;0,144498886916839;0,101512529632335;0
11;0,146171747957853;242;"Teniste";"Taijo";"Teniste";2;50;2;"a";"Taijo Teniste";"Forsvar";"SOG";"Taijo<U+00A0>Teniste";"Sogndal";"f";5;27;NA;3;10;36;0;9;54;99;3,7;19,8;"vg-data";"vg-data";0,117647058823529;0,0415754923413567;0,079611275582443;0,638888888888889;0,191466798243732;0,144498886916839;0,204444320510611;0
11;0,146171747957853;243;"Skaasheim";"Eirik";"Skaasheim";2;40;2,7;"a";"Eirik Skaasheim";"Forsvar";"SOG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;98,0666666666667;NA;NA;"ikke-vg-data";"ikke-vg-data";0;0,0568927789934355;0,0284463894967177;0,632407407407407;0,149238593078856;0,144498886916839;0,17244909256288;0
11;0,146171747957853;244;"Utvik";"Bjørn Inge";"Utvik";2;45;4;"a";"Bjørn Inge Utvik";"Forsvar";"SOG";"Bj<f8>rn<U+00A0>Inge<U+00A0>Utvik";"Sogndal";"f";4,5;20;1;1;10;27;6;3;40;76;3,8;16,9;"vg-data";"vg-data";0,0588235294117647;0,0853391684901532;0,0720813489509589;0,479166666666667;0,1534984124941;0,144498886916839;0,167981920087277;0
11;0,146171747957853;245;"Psyché";"Christophe";"Psyché";2;50;2,5;"a";"Christophe Psyché";"Forsvar";"SOG";"Christophe<U+00A0>Psych<e9>";"Sogndal";"f";5;29;3;NA;10;39;18;0;58;115;4;23;"vg-data";"vg-data";0,117647058823529;0,0525164113785558;0,0850817351010426;0,75;0,218065388080834;0,144498886916839;0,229948818443993;0
11;0,146171747957853;246;"Furebotn";"Henrik";"Furebotn";3;50;2;"a";"Henrik Furebotn";"Midtbane";"SOG";"Henrik<U+00A0>Furebotn";"Sogndal";"m";5;29;3;NA;10;10;15;0;58;83;2,9;16,6;"vg-data";"vg-data";0,117647058823529;0,0415754923413567;0,079611275582443;0,527777777777778;0,16924457602151;0,144498886916839;0,182222098288389;0
11;0,146171747957853;247;"Schulze";"Eirik";"Schulze";3;50;0,3;"a";"Eirik Schulze";"Midtbane";"SOG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,00437636761487965;0,0610117132192045;0,336805555555556;0,116170481686475;0,144498886916839;0,132867916426002;0
11;0,146171747957853;248;"Birkelund";"Eirik";"Birkelund";3;50;0,6;"a";"Eirik Birkelund";"Midtbane";"SOG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,117647058823529;0,0109409190371991;0,0642939889303643;0,336805555555556;0,118796302255403;0,144498886916839;0,134837281852697;0
11;0,146171747957853;249;"Sveen";"Ole Amund";"Sveen";4;65;1,2;"a";"Ole Amund Sveen";"Angrep";"SOG";"Ole<U+00A0>Amund<U+00A0>Sveen";"Sogndal";"a";6,5;28;7;2;10;0;28;6;56;90;3,2;13,8;"vg-data";"vg-data";0,294117647058824;0,0240700218818381;0,159093834470331;0,576388888888889;0,242552845354042;0,144498886916839;0,239633855843344;0
11;0,146171747957853;250;"Koomson";"Gilbert";"Koomson";3;75;10,3;"a";"Gilbert Koomson";"Midtbane";"SOG";"Gilbert<U+00A0>Koomson";"Sogndal";"m";7,5;28;3;10;10;9;15;30;56;110;3,9;14,7;"vg-data";"vg-data";0,411764705882353;0,223194748358862;0,317479727120608;0,715277777777778;0,397039337252042;0,144498886916839;0,362443169211288;0
11;0,146171747957853;251;"Hove";"Johan";"Hove";3;45;0,3;"a";"Johan Hove";"Midtbane";"SOG";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;55,5;NA;NA;"ikke-vg-data";"ikke-vg-data";0,0588235294117647;0,00437636761487965;0,0315999485133222;0,336805555555556;0,0926410699217689;0,144498886916839;0,115220857602472;0
